WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
104	12361149	24165	12366952	88248	12372756	2624764	12361149	0.85013	12366952	1.01134	12372756	1.10053	12361149	28425.064401915	12366952	87258.4887377143	12372756	2384999.95456734	12377732	25376	12383504	81196	12389307	2667548	12377732	0.85005	12383504	1.01163	12389307	1.09961	12377732	29852.3616257867	12383504	80262.546583237	12389307	2425903.7295041	12394284	27251	12400071	111804	12405874	2794161	12394284	0.84964	12400071	1.01063	12405874	1.10059	12394284	32073.5841062097	12400071	110628.024103777	12405874	2538784.65186854	12410851	34155	12416654	906806	12422457	2770998	12410851	0.84959	12416654	1.01127	12422457	1.09999	12410851	40201.7443708142	12416654	896700.188871419	12422457	2519111.9919272
105	12481160	24000	12486963	87985	12492767	2622203	12481160	0.84972	12486963	1.01117	12492767	1.09925	12481160	28244.5982205903	12486963	87013.0640742902	12492767	2385447.35046623	12497743	25454	12503531	80872	12509334	2668029	12497743	0.85032	12503531	1.01169	12509334	1.1015	12497743	29934.6128516323	12503531	79937.5302711305	12509334	2422177.93917385	12514310	27271	12520098	111068	12525901	2794749	12514310	0.84981	12520098	1.0112	12525901	1.10071	12514310	32090.7026276462	12520098	109837.816455696	12525901	2539042.07284389	12530878	34061	12536665	906951	12542468	2774707	12530878	0.85073	12536665	1.01127	12542468	1.10096	12530878	40037.3796621725	12536665	896843.572933045	12542468	2520261.40822555
106	12601171	24247	12606974	86918	12612778	2621830	12601171	0.85011	12606974	1.01054	12612778	1.10012	12601171	28522.1912458388	12606974	86011.4394284244	12612778	2383221.83034578	12617754	25338	12623526	80580	12629314	2663422	12617754	0.85045	12623526	1.01112	12629314	1.10069	12617754	29793.6386618849	12623526	79693.8048896274	12629314	2419774.86849158	12634306	26879	12640078	110386	12645881	2788707	12634306	0.84955	12640078	1.01177	12645881	1.10013	12634306	31639.1030545583	12640078	109101.870978582	12645881	2534888.60407406	12650857	33765	12656661	907832	12662464	2767862	12650857	0.84957	12656661	1.0116	12662464	1.10094	12650857	39743.6350153607	12656661	897421.905891657	12662464	2514089.77782622
107	12721182	24650	12726970	86706	12732789	2618520	12721182	0.85048	12726970	1.01262	12732789	1.10136	12721182	28983.6327720817	12726970	85625.4073591278	12732789	2377533.23164088	12737765	25642	12743553	79573	12749340	2655693	12737765	0.85077	12743553	1.01255	12749340	1.10042	12737765	30139.7557506729	12743553	78586.7364574589	12749340	2413344.90467276	12754317	27220	12760104	109418	12765908	2788193	12754317	0.85067	12760104	1.01194	12765908	1.10118	12754317	31998.3072166645	12760104	108126.964049252	12765908	2532004.75853176	12770900	33920	12776687	906496	12782490	2759671	12770900	0.8499	12776687	1.01137	12782490	1.10084	12770900	39910.5777150253	12776687	896305.012013408	12782490	2506877.47538244
108	12841193	24467	12846981	86815	12852800	2615645	12841193	0.85008	12846981	1.01184	12852800	1.10041	12841193	28781.9969885187	12846981	85799.1382036686	12852800	2376973.12819767	12857776	25517	12863548	79351	12869351	2655021	12857776	0.85073	12863548	1.01257	12869351	1.10051	12857776	29994.2402407344	12863548	78365.940132534	12869351	2412536.91470318	12874328	26989	12880115	108809	12885919	2780977	12874328	0.85006	12880115	1.01171	12885919	1.10064	12874328	31749.5235630426	12880115	107549.594251317	12885919	2526690.83442361	12890879	34202	12896667	906376	12902486	2760956	12890879	0.85041	12896667	1.01148	12902486	1.10019	12890879	40218.2476687715	12896667	896088.899434492	12902486	2509526.53632554
109	12961204	24437	12966992	85346	12972811	2609944	12961204	0.85036	12966992	1.01106	12972811	1.09998	12961204	28737.2406980573	12966992	84412.3988685142	12972811	2372719.50399098	12977787	25276	12983559	78743	12989362	2655050	12977787	0.85089	12983559	1.01155	12989362	1.10122	12977787	29705.3673212754	12983559	77843.9029212595	12989362	2411007.79135868	12994339	27170	13000126	108397	13005914	2779237	12994339	0.84969	13000126	1.01144	13005914	1.10133	12994339	31976.3678518048	13000126	107170.964169896	13005914	2523527.91624672	13010890	34323	13016694	906882	13022497	2755370	13010890	0.84978	13016694	1.01139	13022497	1.09971	13010890	40390.4539998588	13016694	896668.94076469	13022497	2505542.37026125
110	13081215	24750	13087003	85866	13092822	2608395	13081215	0.84976	13087003	1.01092	13092822	1.10028	13081215	29125.8708341179	13087003	84938.471886994	13092822	2370664.73988439	13097798	25151	13103570	78158	13109373	2651086	13097798	0.84926	13103570	1.01121	13109373	1.10075	13097798	29615.1944045404	13103570	77291.5615945254	13109373	2408436.06631842	13114350	27549	13120137	106751	13125925	2780473	13114350	0.84977	13120137	1.01158	13125925	1.10048	13114350	32419.3605328501	13120137	105528.974475573	13125925	2526600.2108171	13130901	34578	13136689	906172	13142508	2753927	13130901	0.85012	13136689	1.01071	13142508	1.10053	13130901	40674.2577518468	13136689	896569.738104897	13142508	2502364.31537532
111	13201226	24635	13207014	85455	13212833	2610046	13201226	0.84986	13207014	1.01088	13212833	1.10064	13201226	28987.1272915539	13207014	84535.2564102564	13212833	2371389.37345544	13217794	25540	13223581	78182	13229384	2649065	13217794	0.84984	13223581	1.01137	13229384	1.10015	13217794	30052.7158053281	13223581	77303.0641604952	13229384	2407912.55737854	13234376	27207	13240148	107673	13245952	2777865	13234376	0.84984	13240148	1.01103	13245952	1.10056	13234376	32014.2615080486	13240148	106498.323491884	13245952	2524046.84887694	13250944	34102	13256731	909487	13262534	2751482	13250944	0.84931	13256731	1.01206	13262534	1.10035	13250944	40152.5944590315	13256731	898649.289567812	13262534	2500551.64265915
112	13321237	24296	13327025	84731	13332844	2609007	13321237	0.85071	13327025	1.01136	13332844	1.10121	13321237	28559.6736843343	13327025	83779.2675209619	13332844	2369218.40520882	13337805	25240	13343592	77106	13349380	2644412	13337805	0.85033	13343592	1.01077	13349380	1.10138	13337805	29682.5938165183	13343592	76284.416830733	13349380	2400998.74702646	13354372	27555	13360144	107181	13365947	2779069	13354372	0.85056	13360144	1.01148	13365947	1.10057	13354372	32396.3036117382	13360144	105964.527227429	13365947	2525117.89345521	13370908	34721	13376695	907084	13382483	2745136	13370908	0.85043	13376695	1.01144	13382483	1.10121	13370908	40827.5813412039	13376695	896824.329668591	13382483	2492836.06214982
113	13441248	24265	13447020	84245	13452855	2601872	13441248	0.85092	13447020	1.01141	13452855	1.10084	13441248	28516.194236826	13447020	83294.608516823	13452855	2363533.30184223	13457816	25585	13463603	77380	13469406	2637581	13457816	0.85019	13463603	1.01077	13469406	1.10118	13457816	30093.2732683283	13463603	76555.4972941421	13469406	2395231.47895894	13474383	27379	13480170	105664	13485958	2771365	13474383	0.85051	13480170	1.01154	13485958	1.10145	13474383	32191.2734712114	13480170	104458.548352018	13485958	2516106.0420355	13490950	34752	13496753	908567	13502556	2744588	13490950	0.85011	13496753	1.01178	13502556	1.10158	13490950	40879.4156050394	13496753	897988.693194173	13502556	2491501.29813541
114	13561259	24430	13567047	84009	13572850	2602343	13561259	0.85072	13567047	1.01132	13572850	1.10008	13561259	28716.8516080497	13567047	83068.662737808	13572850	2365594.32041306	13577827	25346	13583614	76415	13589402	2637194	13577827	0.8494	13583614	1.01052	13589402	1.10147	13577827	29839.886979044	13583614	75619.4830384356	13589402	2394249.50293698	13594394	27467	13600181	105708	13605985	2771892	13594394	0.85011	13600181	1.01171	13605985	1.10149	13594394	32309.9363611768	13600181	104484.486661197	13605985	2516493.11387303	13610961	35428	13616764	909479	13622567	2743908	13610961	0.85057	13616764	1.01203	13622567	1.10042	13610961	41652.0686128126	13616764	898668.023675187	13622567	2493509.75082241
115	13681270	24359	13687058	83350	13692861	2593843	13681270	0.85108	13687058	1.01213	13692861	1.10081	13681270	28621.2811956573	13687058	82351.0813828263	13692861	2356303.99433145	13697838	25607	13703610	76044	13709413	2632756	13697838	0.85073	13703610	1.01185	13709413	1.10107	13697838	30100.031737449	13703610	75153.4318327815	13709413	2391088.66829539	13714405	27522	13720177	105203	13725980	2768118	13714405	0.85029	13720177	1.01227	13725980	1.10166	13714405	32367.7804043326	13720177	103927.805822557	13725980	2512679.04798214	13730956	35124	13736744	909405	13742547	2737185	13730956	0.85035	13736744	1.01185	13742547	1.10074	13730956	41305.3448579996	13736744	898754.756139744	13742547	2486677.14446645
116	13801281	24177	13807085	82583	13812888	2598734	13801281	0.8504	13807085	1.01179	13812888	1.10091	13801281	28430.1505174036	13807085	81620.6920408385	13812888	2360532.65026206	13817864	25238	13823652	76281	13829439	2632127	13817864	0.85043	13823652	1.01201	13829439	1.10098	13817864	29676.7517608739	13823652	75375.7373938993	13829439	2390712.81948809	13834431	27482	13840219	104317	13846007	2763361	13834431	0.85057	13840219	1.01231	13846007	1.10075	13834431	32310.0979343264	13840219	103048.473293754	13846007	2510434.70361117	13850999	35510	13856786	909473	13862589	2737192	13850999	0.85063	13856786	1.01155	13862589	1.10161	13850999	41745.5297838073	13856786	899088.527507291	13862589	2484719.6376213
117	13921292	24723	13927080	82641	13932883	2595131	13921292	0.85032	13927080	1.01149	13932883	1.1008	13921292	29074.9364944962	13927080	81702.2412480598	13932883	2357495.45784884	13937860	25555	13943647	76133	13949450	2627994	13937860	0.85032	13943647	1.01211	13949450	1.10099	13937860	30053.3916643146	13943647	75222.060843189	13949450	2386937.2110555	13954427	27182	13960214	104117	13966018	2767058	13954427	0.85041	13960214	1.0106	13966018	1.10081	13954427	31963.4058865724	13960214	103024.935681773	13966018	2513656.30762802	13970994	35605	13976782	909657	13982600	2730368	13970994	0.84978	13976782	1.01141	13982600	1.10102	13970994	41899.0797618207	13976782	899394.90414372	13982600	2479853.22700768
118	14041303	24580	14047091	82200	14052894	2589757	14041303	0.84898	14047091	1.01208	14052894	1.1006	14041303	28952.3899267356	14047091	81218.8759781836	14052894	2353041.06850809	14057871	25368	14063643	75493	14069446	2621649	14057871	0.85008	14063643	1.01107	14069446	1.10042	14057871	29841.8972332016	14063643	74666.4424817273	14069446	2382407.6261791	14074438	27448	14080225	102955	14086029	2760102	14074438	0.84999	14080225	1.01122	14086029	1.10053	14074438	32292.144613466	14080225	101812.661933111	14086029	2507975.24828946	14090989	35473	14096777	907998	14102596	2723159	14090989	0.85008	14096777	1.01179	14102596	1.09977	14090989	41729.0137398833	14096777	897417.448284723	14102596	2476116.82442693
119	14161314	24477	14167102	81640	14172921	2587472	14161314	0.84974	14167102	1.01094	14172921	1.10029	14161314	28805.281615553	14167102	80756.5236314717	14172921	2351627.29825773	14177882	25085	14183669	75404	14189457	2617364	14177882	0.84954	14183669	1.0108	14189457	1.09987	14177882	29527.7444263955	14183669	74598.3379501385	14189457	2379703.05581569	14194433	27008	14200221	102684	14206024	2752492	14194433	0.84922	14200221	1.01045	14206024	1.09877	14194433	31803.3018534655	14200221	101622.049581869	14206024	2505066.57444233	14211000	35587	14216788	906999	14222591	2720273	14211000	0.84964	14216788	1.01014	14222591	1.09901	14211000	41884.7982675015	14216788	897894.351278041	14222591	2475203.13736909
120	14281325	24081	14287129	80837	14292947	2580810	14281325	0.84913	14287129	1.01074	14292947	1.09936	14281325	28359.6151354916	14287129	79978.0358944932	14292947	2347556.7602969	14297908	25279	14303696	74919	14309499	2615521	14297908	0.84929	14303696	1.01162	14309499	1.09968	14297908	29764.8624144874	14303696	74058.4409165497	14309499	2378438.27295213	14314475	27661	14320263	102124	14326066	2755249	14314475	0.84993	14320263	1.01089	14326066	1.10034	14314475	32545.0331203746	14320263	101023.850270554	14326066	2503997.85520839	14331043	36380	14336830	906895	14342633	2720222	14331043	0.85011	14336830	1.01077	14342633	1.10048	14331043	42794.4618931668	14336830	897231.813370005	14342633	2471850.46525153
121	14401336	24151	14407108	81250	14412912	2576380	14401336	0.84982	14407108	1.01129	14412912	1.09996	14401336	28418.9593090302	14407108	80342.9283390521	14412912	2342248.8090476	14417888	25267	14423676	74578	14429494	2612410	14417888	0.85003	14423676	1.01093	14429494	1.10006	14417888	29724.8332411797	14423676	73771.6755858467	14429494	2374788.64789193	14434486	27455	14440274	101661	14446077	2750809	14434486	0.84957	14440274	1.01151	14446077	1.09926	14434486	32316.3482703014	14440274	100504.196696029	14446077	2502418.89998726	14451054	35938	14456841	908317	14462645	2714247	14451054	0.84992	14456841	1.01093	14462645	1.10011	14451054	42283.9796686747	14456841	898496.433976635	14462645	2467250.54767251
122	14521347	24574	14527135	80925	14532954	2582882	14521347	0.84966	14527135	1.01115	14532954	1.09964	14521347	28922.1570981334	14527135	80032.6361074025	14532954	2348843.25779346	14537930	25489	14543702	74220	14549505	2609207	14537930	0.85038	14543702	1.01089	14549505	1.09948	14537930	29973.6588348738	14543702	73420.4512855009	14549505	2373128.20606105	14554497	27298	14560269	101477	14566073	2750961	14554497	0.84967	14560269	1.01085	14566073	1.09946	14554497	32127.767250815	14560269	100387.792451897	14566073	2502101.94095283	14571049	36483	14576852	910914	14582656	2712264	14571049	0.84975	14576852	1.01135	14582656	1.099	14571049	42933.8040600177	14576852	900691.155386365	14582656	2467938.1255687
123	14641358	24266	14647146	80663	14652965	2580797	14641358	0.84845	14647146	1.01114	14652965	1.09804	14641358	28600.3889445459	14647146	79774.3141404751	14652965	2350367.01759499	14657926	25263	14663713	74019	14669516	2608189	14657926	0.84994	14663713	1.01137	14669516	1.09726	14657926	29723.2745840883	14663713	73186.865341072	14669516	2377001.80449483	14674493	27139	14680280	101200	14686084	2750424	14674493	0.84938	14680280	1.01085	14686084	1.09703	14674493	31951.5411241141	14680280	100113.765642776	14686084	2507154.77243102	14691060	36690	14696848	907059	14702651	2709508	14691060	0.84863	14696848	1.01	14702651	1.09745	14691060	43234.3895455028	14696848	898078.217821782	14702651	2468912.47892842
124	14761369	24577	14767157	80552	14772991	2577550	14761369	0.84895	14767157	1.0104	14772991	1.09656	14761369	28949.8792626185	14767157	79722.8820269201	14772991	2350578.17173707	14777952	25177	14783755	73755	14789574	2605083	14777952	0.84906	14783755	1.01046	14789574	1.0955	14777952	29652.7924999411	14783755	72991.5088177662	14789574	2377985.3947969	14794551	27397	14800338	100066	14806126	2753631	14794551	0.84915	14800338	1.00997	14806126	1.09701	14794551	32264.028734617	14800338	99078.1904413002	14806126	2510123.88218886	14811118	36515	14816890	907507	14822693	2709414	14811118	0.84933	14816890	1.01073	14822693	1.09875	14811118	42992.711902323	14816890	897872.824592127	14822693	2465905.80204778
125	14881380	24440	14887168	80434	14892971	2569657	14881380	0.8496	14887168	1.0109	14892971	1.09997	14881380	28766.4783427495	14887168	79566.7227223267	14892971	2336115.53042356	14897963	25363	14903735	73287	14909538	2597632	14897963	0.8491	14903735	1.01023	14909538	1.10012	14897963	29870.4510658344	14903735	72544.8660206092	14909538	2361226.04806748	14914515	27893	14920303	99748	14926106	2741316	14914515	0.84863	14920303	1.01069	14926106	1.09911	14914515	32868.2700352333	14920303	98692.9721279522	14926106	2494123.4271365	14931082	36889	14936885	909207	14942689	2702893	14931082	0.84949	14936885	1.01009	14942689	1.09975	14931082	43424.8784564857	14936885	900124.741359681	14942689	2457734.03046147
126	15001391	24496	15007179	80107	15012982	2564290	15001391	0.84968	15007179	1.01134	15012982	1.09965	15001391	28829.6770548913	15007179	79208.7725196274	15012982	2331914.70013186	15017959	25099	15023746	72730	15029534	2596168	15017959	0.8498	15023746	1.01089	15029534	1.10031	15017959	29535.1847493528	15023746	71946.5025868294	15029534	2359487.78071634	15034526	27622	15040314	99566	15046101	2747316	15034526	0.84954	15040314	1.01091	15046101	1.10093	15034526	32514.0664359536	15040314	98491.4581911347	15046101	2495450.21027677	15051078	37455	15056865	911446	15062668	2698105	15051078	0.85008	15056865	1.01123	15062668	1.09945	15051078	44060.5590062112	15056865	901324.130019877	15062668	2454049.7521488
127	15121402	24267	15127221	79227	15133024	2564148	15121402	0.84981	15127221	1.01155	15133024	1.09998	15121402	28555.7948247255	15127221	78322.3765508378	15133024	2331086.01974581	15138001	25148	15143788	72972	15149607	2590478	15138001	0.84938	15143788	1.01141	15149607	1.09959	15138001	29607.4783960065	15143788	72148.782392897	15149607	2355858.09256177	15154568	27554	15160356	98713	15166159	2740205	15154568	0.84933	15160356	1.01096	15166159	1.10042	15154568	32442.0425511874	15160356	97642.8345335127	15166159	2490144.67203431	15171135	37601	15176923	912622	15182711	2700644	15171135	0.84985	15176923	1.01137	15182711	1.0984	15171135	44244.278402071	15176923	902362.142440452	15182711	2458707.21048798
128	15241413	24310	15247201	78763	15253020	2571053	15241413	0.84889	15247201	1.01096	15253020	1.09588	15241413	28637.3970714698	15247201	77909.116087679	15253020	2346108.15052743	15257996	25243	15263768	72658	15269572	2592091	15257996	0.84915	15263768	1.01064	15269572	1.0983	15257996	29727.3744332568	15263768	71893.0578643236	15269572	2360093.78129837	15274548	27536	15280336	98809	15286139	2743991	15274548	0.84943	15280336	1.01072	15286139	1.09857	15274548	32417.0325983306	15280336	97761.0020579389	15286139	2497784.39243744	15291115	37848	15296903	912258	15302722	2691830	15291115	0.84863	15296903	1.01054	15302722	1.09749	15291115	44598.9418238808	15296903	902743.087854019	15302722	2452714.83111463
129	15361424	24350	15367212	78448	15373015	2559729	15361424	0.84962	15367212	1.01028	15373015	1.09756	15361424	28659.8714719522	15367212	77649.7604624461	15373015	2332199.60639965	15377992	25090	15383779	73174	15389583	2588167	15377992	0.85021	15383779	1.01099	15389583	1.09814	15377992	29510.3562649228	15383779	72378.5596296699	15389583	2356864.33423789	15394575	27317	15400347	98213	15406150	2739898	15394575	0.84906	15400347	1.01103	15406150	1.09924	15394575	32173.2268626481	15400347	97141.5289358377	15406150	2492538.48113242	15411142	37647	15416929	910102	15422748	2684734	15411142	0.8504	15416929	1.01043	15422748	1.0994	15411142	44269.7554092192	15416929	900707.61952832	15422748	2441999.27233036
130	15481435	24405	15487223	78136	15493042	2556478	15481435	0.84963	15487223	1.01048	15493042	1.09968	15481435	28724.2682108683	15487223	77325.6274245903	15493042	2324747.19918522	15498018	25212	15503790	71766	15509594	2579061	15498018	0.84967	15503790	1.01132	15509594	1.09992	15498018	29672.6964586251	15503790	70962.7022109718	15509594	2344771.43792276	15514570	27389	15520358	97536	15526161	2732584	15514570	0.85018	15520358	1.01086	15526161	1.09947	15514570	32215.5308287657	15520358	96488.1388124963	15526161	2485364.7666603	15531137	37950	15536925	912166	15542744	2682282	15531137	0.84953	15536925	1.01103	15542744	1.10019	15531137	44671.7596788813	15536925	902214.573256976	15542744	2438017.06977886
131	15601447	24393	15607234	78026	15613037	2556184	15601447	0.85025	15607234	1.0116	15613037	1.09966	15601447	28689.20905616	15607234	77131.277184658	15613037	2324522.12502046	15618014	25556	15623801	71812	15629605	2579795	15618014	0.84979	15623801	1.01093	15629605	1.09899	15618014	30073.3122300804	15623801	71035.5810985924	15629605	2347423.54343534	15634581	27401	15640369	97411	15646172	2731093	15634581	0.84982	15640369	1.01205	15646172	1.10035	15634581	32243.298580876	15640369	96251.1733609999	15646172	2482022.0838824	15651148	38471	15656951	913813	15662755	2680515	15651148	0.84965	15656951	1.01196	15662755	1.10022	15651148	45278.6441475902	15656951	903012.964939326	15662755	2436344.54927196
132	15721458	24021	15727245	78222	15733048	2549024	15721458	0.84923	15727245	1.0121	15733048	1.1	15721458	28285.6234471227	15727245	77286.8293646873	15733048	2317294.54545455	15738025	25164	15743812	71579	15749616	2570403	15738025	0.84988	15743812	1.01062	15749616	1.09971	15738025	29608.8859603709	15743812	70826.8191803052	15749616	2337346.20945522	15754592	27311	15760380	97269	15766183	2726823	15754592	0.84945	15760380	1.01107	15766183	1.09949	15754592	32151.3920772264	15760380	96204.0214821921	15766183	2480079.8552056	15771144	38623	15776931	910782	15782750	2674057	15771144	0.84929	15776931	1.01016	15782750	1.10034	15771144	45476.8100413286	15776931	901621.525302922	15782750	2430209.75334896
133	15841469	24564	15847256	77729	15853059	2547463	15841469	0.84875	15847256	1.00985	15853059	1.09952	15841469	28941.3843888071	15847256	76970.8372530574	15853059	2316886.45954598	15858036	25167	15863823	71490	15869627	2568175	15858036	0.84909	15863823	1.00896	15869627	1.09946	15858036	29639.9674946119	15863823	70855.137963844	15869627	2335851.23606134	15874619	27416	15880406	96159	15886194	2724730	15874619	0.84909	15880406	1.00994	15886194	1.0998	15874619	32288.6855339246	15880406	95212.5868863497	15886194	2477477.7232224	15891186	38338	15896973	912665	15902777	2669351	15891186	0.84927	15896973	1.01096	15902777	1.09949	15891186	45142.2986800429	15896973	902770.633852971	15902777	2427808.34750657
134	15961480	24283	15967267	77438	15973086	2544719	15961480	0.84912	15967267	1.01062	15973086	1.10001	15961480	28597.8424722065	15967267	76624.2504601136	15973086	2313359.87854656	15978062	25283	15983850	71369	15989638	2571489	15978062	0.8495	15983850	1.01116	15989638	1.1006	15978062	29762.2130665097	15983850	70581.3125519206	15989638	2336442.8493549	15994614	27445	16000402	96054	16006205	2725600	15994614	0.84917	16000402	1.01057	16006205	1.0996	15994614	32319.7946229848	16000402	95049.3285967325	16006205	2478719.53437614	16011166	38506	16016953	913198	16022756	2668768	16011166	0.84904	16016953	1.01015	16022756	1.10103	16011166	45352.3980024498	16016953	904022.174924516	16022756	2423883.09128725
135	16081491	24382	16087278	77839	16093081	2543964	16081491	0.84941	16087278	1.01133	16093081	1.1004	16081491	28704.6302727776	16087278	76966.9642945428	16093081	2311853.87131952	16098058	24860	16103845	70283	16109649	2558551	16098058	0.84932	16103845	1.01088	16109649	1.09954	16098058	29270.4752036924	16103845	69526.5511237733	16109649	2326928.53375048	16114641	27829	16120413	95760	16126216	2728005	16114641	0.84947	16120413	1.01142	16126216	1.10172	16114641	32760.4270898325	16120413	94678.7684641395	16126216	2476132.7742076	16131192	39261	16136980	911792	16142783	2662593	16131192	0.85026	16136980	1.01071	16142783	1.10081	16131192	46175.2875590996	16136980	902130.185711035	16142783	2418758.0054687
136	16201502	24295	16207289	77007	16213108	2539063	16201502	0.85009	16207289	1.00976	16213108	1.09988	16201502	28579.3268947994	16207289	76262.676279512	16213108	2308490.92628287	16218084	25234	16223856	70660	16229660	2559278	16218084	0.84913	16223856	1.0115	16229660	1.10101	16218084	29717.4755337816	16223856	69856.6485417696	16229660	2324482.06646624	16234636	27253	16240424	95522	16246227	2718457	16234636	0.84981	16240424	1.01054	16246227	1.09996	16234636	32069.5214224356	16240424	94525.6991311576	16246227	2471414.41506964	16251203	39445	16256991	911382	16262794	2659164	16251203	0.84992	16256991	1.01133	16262794	1.1005	16251203	46410.250376506	16256991	901171.724362968	16262794	2416323.48932304
137	16321513	24185	16327300	76735	16333119	2535634	16321513	0.84904	16327300	1.01043	16333119	1.09992	16321513	28485.1125977575	16327300	75942.9153924567	16333119	2305289.47559823	16338095	25131	16343883	70504	16349671	2554860	16338095	0.84984	16343883	1.01021	16349671	1.10075	16338095	29571.4487432929	16343883	69791.4295047565	16349671	2321017.48807631	16354647	27205	16360435	95044	16366238	2711902	16354647	0.84982	16360435	1.01049	16366238	1.10085	16354647	32012.6615047893	16360435	94057.3385189364	16366238	2463461.87037289	16371214	39311	16377017	913880	16382821	2658222	16371214	0.84885	16377017	1.01044	16382821	1.10072	16371214	46310.891205749	16377017	904437.670717707	16382821	2414984.73726288
138	16441524	24410	16447311	76718	16453130	2531821	16441524	0.8493	16447311	1.01013	16453130	1.10091	16441524	28741.3163781938	16447311	75948.6402740241	16453130	2299752.93166562	16458106	25233	16463878	70154	16469682	2552346	16458106	0.84977	16463878	1.01026	16469682	1.10079	16458106	29693.9171775892	16463878	69441.5299031933	16469682	2318649.33366037	16474658	27349	16480446	94819	16486249	2714660	16474658	0.84928	16480446	1.01103	16486249	1.10124	16474658	32202.5715900528	16480446	93784.5563435308	16486249	2465093.89415568	16491225	40008	16497013	913123	16502832	2649106	16491225	0.84957	16497013	1.01091	16502832	1.10099	16491225	47092.0583353932	16497013	903268.342384584	16502832	2406112.68040582
139	16561535	24509	16567322	76226	16573125	2534082	16561535	0.8492	16567322	1.01163	16573125	1.10069	16561535	28861.2812058408	16567322	75349.6831845635	16573125	2302266.75994149	16578102	25203	16583889	70249	16589693	2552071	16578102	0.84884	16583889	1.01029	16589693	1.10092	16578102	29691.1078648509	16583889	69533.5002820972	16589693	2318125.74937325	16594669	27679	16600457	94187	16606260	2711769	16594669	0.8485	16600457	1.01161	16606260	1.10054	16594669	32621.0960518562	16600457	93106.0388885045	16606260	2464034.92830792	16611236	39968	16617039	914484	16622843	2647105	16611236	0.84886	16617039	1.01129	16622843	1.10075	16611236	47084.324859223	16617039	904274.738205658	16622843	2404819.44129003
140	16681546	24068	16687333	76220	16693152	2529089	16681546	0.84834	16687333	1.01014	16693152	1.10002	16681546	28370.7004267157	16687333	75454.8874413448	16693152	2299130.01581789	16698113	25098	16703900	69571	16709704	2543563	16698113	0.84856	16703900	1.00999	16709704	1.10059	16698113	29577.166022438	16703900	68882.8602263389	16709704	2311090.41514097	16714696	27922	16720483	94303	16726271	2712932	16714696	0.84911	16720483	1.01047	16726271	1.1008	16714696	32883.8430827572	16720483	93325.8780567459	16726271	2464509.44767442	16731263	40077	16737050	912205	16742854	2638999	16731263	0.84927	16737050	1.01174	16742854	1.10036	16731263	47189.9395951818	16737050	901619.981418151	16742854	2398305.10014904
141	16801557	24565	16807344	76470	16813163	2529671	16801557	0.84883	16807344	1.01199	16813163	1.10106	16801557	28939.8348314739	16807344	75563.9877864406	16813163	2297486.96710443	16818139	25173	16823927	69644	16829730	2541404	16818139	0.84834	16823927	1.01038	16829730	1.10064	16818139	29673.2442181201	16823927	68928.5219422395	16829730	2309023.84067452	16834707	27924	16840479	94337	16846282	2708085	16834707	0.84882	16840479	1.01157	16846282	1.10141	16834707	32897.434084965	16840479	93258.0048834979	16846282	2458743.79204837	16851274	40513	16857062	913639	16862865	2633882	16851274	0.84908	16857062	1.01159	16862865	1.10067	16851274	47713.9963254346	16857062	903171.245267351	16862865	2392980.6390653
142	16921568	24096	16927355	75233	16933174	2523818	16921568	0.84912	16927355	1.01075	16933174	1.10108	16921568	28377.6144714528	16927355	74432.8468958694	16933174	2292129.54553711	16938135	25368	16943922	69258	16949710	2535364	16938135	0.84831	16943922	1.01069	16949710	1.10126	16938135	29904.1623934647	16943922	68525.4628026398	16949710	2302239.25321904	16954702	27404	16960490	93443	16966293	2698950	16954702	0.84955	16960490	1.01099	16966293	1.10116	16954702	32257.077276205	16960490	92427.224799454	16966293	2451006.21163137	16971269	40864	16977057	912022	16982876	2636117	16971269	0.84963	16977057	1.01122	16982876	1.10095	16971269	48096.2301237009	16977057	901902.652241846	16982876	2394402.10727099
